Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1712,5040519,"Ajitesh #2","2026-05-05 07:24:01",0.78708,1,ajiteshshukla
1713,15857922,wangxiii,"2026-05-05 10:26:33",0.78708,5,wangxiii
1714,15847072,"hiroya mutou","2026-05-24 12:47:48",0.78708,10,hmutou
1715,15863282,"[Deleted] 5c769764-d3cc-41ea-8deb-11f5a41d7cef","2026-05-06 13:43:22",0.78708,20,del=220752ee7319e9a1
1716,15325217,"Rashan Shamsher","2026-05-05 17:08:12",0.78708,11,rashanshamsher
1717,15864201,"Walid Laf","2026-05-05 17:31:41",0.78708,10,walidlaf
1718,15864440,"mod gov","2026-05-05 17:54:23",0.78708,8,modgov
1719,15869269,fwj0242,"2026-05-06 03:13:30",0.78708,3,fwj0242
1720,15871404,mtastan01EDU_location_04_2026,"2026-05-24 22:14:14",0.78708,3,magzhantastan
1721,15865821,eirejfgo,"2026-05-06 07:09:33",0.78708,9,eirejfgo
1722,15792136,"khwaja Moula'Ali","2026-05-25 05:21:20",0.78708,114,khwajamoulaali
1723,15871644,Hikari_3311,"2026-05-06 10:30:53",0.78708,2,hikari3311
1724,15875464,hdy0320,"2026-05-07 11:07:38",0.78708,5,hdy0320
1725,15362597,"zhenming guo","2026-05-06 15:58:58",0.78708,9,zhenmingguo
1726,15879618,"Fábio Amaral","2026-05-06 22:17:07",0.78708,1,fabioaa
1727,15880783,"User #3","2026-05-07 02:47:14",0.78708,5,user0912
1728,15881307,NIkikik,"2026-05-18 11:43:34",0.78708,22,nikikik
1729,15881399,LEECHAEHYUN,"2026-05-14 03:57:55",0.78708,27,leechaehyun26
1730,15881378,byungunho,"2026-05-18 13:31:00",0.78708,15,byungunho
1731,15884066,Yank233,"2026-05-07 08:34:38",0.78708,2,yank233
1732,15806547,"waka #2","2026-05-14 11:42:46",0.78708,15,wakamoon
1733,15876756,skoh26,"2026-05-07 19:52:00",0.78708,16,skoh26
1734,15865169,"João Antônio Astolfi Gonçalves","2026-05-14 17:51:20",0.78708,22,jooantnioastolfi
1735,15352890,"kou Sak","2026-05-11 05:37:06",0.78708,9,kousak
1736,15892598,"mohammed javvad kt","2026-05-08 03:50:03",0.78708,3,mohammedjavvadkt
1737,15893213,Barieaa,"2026-05-08 07:07:58",0.78708,10,barieaa
1738,15880614,"Kwangsoo Kim #3","2026-05-08 08:05:04",0.78708,6,kwangsookim4
1739,15880617,"Ae Ri Cha","2026-05-08 07:57:17",0.78708,13,crongcrong222
1740,15895371,jrxvvv,"2026-05-08 08:32:13",0.78708,1,jrxvvv
1741,15877260,"NWANNA EBUKA JOFAITH","2026-05-08 10:42:49",0.78708,4,nwannaebukajofaith
1742,15903967,Ghlxavier,"2026-05-09 00:56:43",0.78708,2,ghlxavier
1743,15905432,"Aman Prasad 7","2026-05-09 04:11:39",0.78708,1,amanprasad7
1744,15873131,"Salman677 s","2026-05-13 20:04:11",0.78708,32,salman677s
1745,14871304,"winder sa","2026-05-09 13:58:18",0.78708,6,windersa
1746,15911928,"M.Khurram Shahzad","2026-05-09 16:26:01",0.78708,3,mkhurramshahzad33
1747,15604006,"Yassine Hawari","2026-05-09 18:23:34",0.78708,3,yassinehawari
1748,15913645,Shubhhhdz,"2026-05-09 20:05:28",0.78708,1,shubhhhdz
1749,15306962,"chutian Chen","2026-05-10 04:40:06",0.78708,6,chutianchen123
1750,15914760,"Reuben James Loquinario","2026-05-10 05:58:39",0.78708,10,reuben9027
1751,15916487,"panharith chea","2026-05-10 07:16:56",0.78708,1,panharithchea
1752,15917365,保迪di,"2026-05-10 09:18:10",0.78708,2,absoluking
1753,15779637,"Elif Yavuz","2026-05-10 09:29:49",0.78708,17,kelifyavuz
1754,15917611,danbural,"2026-05-10 10:52:36",0.78708,8,danbural
1755,15859233,"Alperen Manas","2026-05-10 12:43:58",0.78708,17,lprnmns
1756,15920068,chouette,"2026-05-10 15:17:38",0.78708,1,fukudakeiichiro
1757,15925018,lixinyue@429,"2026-05-11 07:08:17",0.78708,1,lixinyue429
1758,15925355,lyttc0811,"2026-05-11 08:06:39",0.78708,2,lyttc0811
1759,15925815,"周骇浪_my godokde","2026-05-11 08:33:27",0.78708,1,mygodokde
1760,15781611,"Burçak Demirel","2026-05-11 11:32:45",0.78708,19,burcakdemmirel
1761,15916441,dsdfdffg,"2026-05-11 16:44:46",0.78708,11,dsdfdffg
1762,15930134,"Rasul Hajili","2026-05-11 17:42:24",0.78708,9,rasulhajili
1763,15931061,cdietz,"2026-05-12 18:02:32",0.78708,14,cdietz
1764,15934305,zhaozixiang111,"2026-05-14 07:56:37",0.78708,6,zhaozixiang111
1765,15931207,"Macari Nicolae","2026-05-12 05:33:27",0.78708,15,macarinicolae
1766,15932969,ZxA3LMI,"2026-05-12 21:56:45",0.78708,10,zxa3lmi
1767,15926558,"Daniel Sacy","2026-05-12 10:03:24",0.78708,9,danielsacy
1768,15613385,taka_ml,"2026-05-20 12:49:39",0.78708,33,takaml
1769,15885806,"Ernest Kiruchi","2026-05-26 14:48:03",0.78708,7,ernestkiruchi
1770,15940834,"Melisa AYDIN","2026-05-12 16:41:23",0.78708,1,melisawydn
1771,15872685,"Faruk Selman","2026-05-12 16:51:45",0.78708,5,farukselman
1772,15931939,Primeframe,"2026-05-12 21:04:46",0.78708,5,primeframe221
1773,15943155,Fortran99,"2026-05-13 01:17:44",0.78708,6,fortran99
1774,15943775,诸葛志明,"2026-05-13 08:16:21",0.78708,7,zgzmmmm
1775,15945224,sammieer,"2026-05-13 06:07:01",0.78708,1,sammieer
1776,15887448,TwoCodes8176,"2026-05-13 07:17:18",0.78708,8,twocodes8176
1777,4611919,yanghungliao,"2026-05-20 13:20:59",0.78708,14,yanghungliao
1778,15874424,"Alan Linag","2026-05-20 12:50:13",0.78708,18,alanlinag
1779,15874419,ufo789,"2026-05-20 13:20:26",0.78708,19,ufo789
1780,15874420,CcJung,"2026-05-20 13:13:44",0.78708,12,ccjung
1781,15874467,"Steven Chen #4","2026-05-20 13:22:14",0.78708,16,iminstevenchen
1782,15874438,"Andy Fu_155","2026-05-31 01:37:10",0.78708,13,andyfu155
1783,15874433,Yueh_Ting_Hung,"2026-05-20 13:24:08",0.78708,11,yuehtinghung0013
1784,15951463,"Леонид Наумов","2026-05-13 20:19:16",0.78708,4,lelander
1785,15788220,"Forgiver Yu","2026-05-14 01:21:37",0.78708,16,forgiveryu
1786,15967499,HoraceLee,"2026-05-14 09:21:48",0.78708,3,horacely
1787,15972845,YiH_TSZ,"2026-05-14 14:33:26",0.78708,2,yihtsz
1788,15952260,"Allan Julie Fontes","2026-05-14 21:10:33",0.78708,8,allanjuliefontes
1789,15977776,"Ashishkrishnan VS","2026-05-14 23:03:14",0.78708,1,ashishkrishnanvs
1790,15978634,"Khoa Bùi","2026-05-15 03:25:29",0.78708,4,glacinder
1791,15978543,YUY1007,"2026-05-15 09:28:56",0.78708,6,yuy1007
1792,15948861,"Debadutta Khadanga","2026-05-15 06:34:06",0.78708,9,debaduttakhadanga
1793,15986892,HBM202320875,"2026-05-15 16:38:11",0.78708,10,hbm202320875
1794,15987059,"Ridit Agarwal","2026-05-15 16:37:12",0.78708,1,riditagarwal
1795,14980664,julythe2nd,"2026-05-15 22:55:26",0.78708,2,julythe2nd
1796,15994730,JangEunSeol,"2026-05-16 14:14:38",0.78708,9,jangeunseol
1797,15937864,"hajji ismail","2026-05-17 10:36:57",0.78708,33,hajjiismail
1798,15995814,NOKARI,"2026-05-17 18:25:05",0.78708,3,nokari
1799,15990004,AndreaDiaz11,"2026-05-17 17:14:42",0.78708,5,andreadiaz11
1800,15999409,"Jhih-Huang LI","2026-05-17 06:30:33",0.78708,2,jhihhuangli
1801,16000152,"Shifa Kalaigar","2026-05-17 07:52:59",0.78708,4,shifakalaigar
1802,16004071,SEOYOUONGBAE,"2026-05-17 16:25:23",0.78708,10,seoyouongbae
1803,16004963,"Ana Sofia Trabulo","2026-05-17 17:59:51",0.78708,10,anasofiatrabulo
1804,13413274,蓝雨Blue_Rain123,"2026-05-17 19:07:25",0.78708,4,bluerain123
1805,15874452,"Sean chou","2026-05-20 13:26:12",0.78708,13,seanchou44
1806,15978420,"Slavisa Radović","2026-05-26 13:24:57",0.78708,20,slavisaradovi
1807,15581849,"yuki #10","2026-05-21 06:33:36",0.78708,11,yuki20371
1808,15943764,"Lee Tae Kyung","2026-05-18 09:11:53",0.78708,11,flaffee
1809,16009537,"Minyeong Moon","2026-05-18 09:18:58",0.78708,7,minyeongmoon
1810,16010287,kihuyu2480,"2026-05-18 10:02:37",0.78708,6,kihuyu2480
1811,16010814,"Yebeen Lee","2026-05-18 10:04:04",0.78708,1,yebeenlee
1812,16010890,"Aditya Swain","2026-05-18 10:09:26",0.78708,1,adityaswain2605
1813,16011065,Onitz_Illa,"2026-05-24 20:59:12",0.78708,11,onitzilla
1814,16011535,"Onitz Illarramendi Esnal195050","2026-05-18 11:08:24",0.78708,1,onitzillarramendi
1815,16011841,CUCG021,"2026-05-18 12:00:03",0.78708,10,cucg021
1816,16011874,mininimimikii,"2026-05-18 12:17:49",0.78708,10,mininimimikii
1817,16012104,kjrswink,"2026-05-18 12:21:16",0.78708,10,kjrswink
1818,16012171,minchiaeni,"2026-05-18 12:24:22",0.78708,3,minchiaeni
1819,16009637,"hiryu nozawa","2026-05-18 14:20:28",0.78708,9,hiryunozawa
1820,16013963,아넝아더아,"2026-05-18 14:56:32",0.78708,10,ddddee12
1821,16016793,"Geilton Sarges","2026-05-18 19:17:46",0.78708,1,geiltonsarges
1822,16016743,DaiFF91,"2026-05-18 19:36:16",0.78708,2,daiff91
1823,16017068,mitskuma,"2026-05-22 02:39:35",0.78708,13,mitskuma
1824,16017668,Willcrib,"2026-05-18 22:23:36",0.78708,2,willcrib
1825,16006831,"seongbin back","2026-05-19 01:20:04",0.78708,5,seongbinback
1826,15953335,CynhardXu,"2026-05-19 08:34:13",0.78708,10,cynhardxu
1827,16009583,"Airi Matsui","2026-05-19 03:16:55",0.78708,10,airimatsuiam
1828,16009568,平田碧生,"2026-05-19 12:21:59",0.78708,19,hirataaoi
1829,16021022,xsy0320,"2026-05-19 08:03:43",0.78708,3,xsy0320
1830,16021206,xyang,"2026-05-20 08:01:00",0.78708,6,xyang00
1831,4125540,"Yuri #2","2026-05-19 07:41:59",0.78708,4,lbsbmsu
1832,16021024,starrybight2026,"2026-05-19 08:05:38",0.78708,7,starrybight2026
1833,16022140,"Xiaozheng Han","2026-05-20 13:18:35",0.78708,7,xiaozhenghan
1834,16020974,Chunyaomi,"2026-05-20 07:49:38",0.78708,8,disharkknaa
1835,16022012,mushi0703,"2026-05-19 12:26:05",0.78708,2,mushi0703
1836,16021749,opxiabot1,"2026-05-19 12:48:06",0.78708,6,opxiabot1
1837,15895880,kkPrism,"2026-05-19 14:09:16",0.78708,30,kkprism
1838,16024691,"Joycyyyyyy Liu","2026-05-19 14:53:14",0.78708,3,joycyyyyyyliu
1839,16024937,Gamer4532,"2026-05-19 15:27:31",0.78708,2,gamer4532
1840,15619492,"Caner Yilmaz #2","2026-05-20 05:41:22",0.78708,6,canerylmz
1841,16030542,JinJiayi,"2026-05-20 07:22:08",0.78708,4,jinjiayi1126
1842,16009633,R.snape,"2026-05-25 06:50:19",0.78708,20,rsnape
1843,16031835,alvinaug110529,"2026-05-20 12:17:24",0.78708,10,alvinaug110529
1844,15515339,NEOENO911,"2026-05-21 03:06:45",0.78708,2,neoeno911
1845,16039738,asdadsfwfdwqDA,"2026-05-21 06:55:19",0.78708,1,asdadsfwfdwqda
1846,16039743,2O506김환,"2026-05-21 06:55:31",0.78708,1,dlrjanjdla
1847,14439124,xufang,"2026-05-21 07:57:14",0.78708,1,xufangwo
1848,14443554,财务许彦琳,"2026-05-21 08:39:23",0.78708,4,xyl25064
1849,14443556,"1234 #5","2026-05-21 09:00:46",0.78708,7,cyj1234
1850,16040716,刘宴希,"2026-05-28 15:06:55",0.78708,9,lyx667
1851,14439563,"Xinxin Lei","2026-05-25 15:06:02",0.78708,7,xinxinlei
1852,16041991,"Shogo Saeki","2026-05-21 13:41:23",0.78708,9,shogosaeki
1853,12288830,Varsha199,"2026-05-22 07:18:06",0.78708,19,varsha199
1854,15923805,"Dmitrii Gluzdov","2026-05-21 16:31:56",0.78708,6,dmitriigluzdov
1855,16046535,sterbenpod,"2026-05-22 04:22:31",0.78708,2,sterbenpod
1856,16038974,"Tarun Kumar ","2026-05-28 05:02:11",0.78708,16,tarun2836
1857,16039732,"Kirstene Lee","2026-05-22 05:34:38",0.78708,2,kirstenelee
1858,16046995,jxnh333,"2026-05-22 05:34:38",0.78708,1,jxnh333
1859,16047263,nuuuuuuuuuuuuuo,"2026-05-22 07:36:45",0.78708,5,nuuuuuuuuuuuuuo
1860,16017173,GLEB,"2026-05-22 10:04:38",0.78708,13,gleb611
1861,16049417,NOHDONGHUI,"2026-05-22 12:10:36",0.78708,1,nohdonghui
1862,15480068,Aezqual,"2026-05-22 13:30:08",0.78708,2,aezqual
1863,16050443,"Kirill Stavratiy","2026-05-22 14:52:41",0.78708,1,kirillstavratiy
1864,16051482,"Iriya Blood","2026-05-22 22:17:58",0.78708,5,iriyablood
1865,11256837,Silencefyc,"2026-05-22 21:36:31",0.78708,3,silencefyc
1866,16037926,まじょねこ,"2026-05-23 08:35:13",0.78708,12,magicalcat
1867,16055384,YeChenyu,"2026-05-23 10:56:26",0.78708,10,yechenyu2026
1868,16055166,"Ayuto Ueda","2026-05-23 09:39:29",0.78708,4,ayutoueda
1869,16051803,"Sardorbek Abduraimov","2026-05-23 14:55:53",0.78708,15,sardorabduraimov
1870,16058779,"Akshat prj","2026-05-23 19:23:02",0.78708,2,akshatprj
1871,16059515,CassioFernandoAlves,"2026-05-24 02:18:29",0.78708,4,cassiofernandoalves
1872,16060073,TERUYUGE,"2026-05-24 04:07:17",0.78708,4,teruyuge
1873,16026642,"MUKUL VERMA","2026-05-24 06:50:43",0.78708,4,mukul2806
1874,16040660,ninnao,"2026-05-24 08:41:00",0.78708,7,ninnao
1875,15644976,"Zuo Chaojun","2026-05-24 08:07:12",0.78708,4,zuochaojun
1876,16061147,lonelyspark,"2026-05-24 13:16:23",0.78708,6,lonelyspark
1877,16009605,"YUI KAMIMURA","2026-05-31 12:41:25",0.78708,38,yuikamimura
1878,16064430,HIMADRI07,"2026-05-26 10:28:57",0.78708,8,himadri07
1879,16065150,Chloewenn,"2026-05-28 18:31:44",0.78708,8,chloewenn
1880,15247362,"Claire Huang2024","2026-05-26 08:10:51",0.78708,13,clairehuang2024
1881,14439320,Zibaoqin,"2026-05-26 06:24:59",0.78708,20,zibaoqin
1882,16069105,"Youssef Mohamed","2026-05-25 05:54:18",0.78708,5,yfdagn
1883,16069300,"Amgad Madkour","2026-05-25 06:06:37",0.78708,1,amgadmadkour
1884,16046223,大脇未久,"2026-05-25 06:48:18",0.78708,2,miguzan
1885,16070758,kamiyui,"2026-05-31 12:43:59",0.78708,3,kamiyui
1886,16071477,"ThuyHong Vo","2026-05-25 09:58:43",0.78708,5,thuyhongvo
1887,16071948,"Kiran Ganaparapu","2026-05-25 11:14:15",0.78708,3,kiranganaparapu
1888,16072291,@qq.com319627442,"2026-05-25 11:46:56",0.78708,10,qqcom319627442
1889,16072455,"sq s","2026-05-25 12:23:37",0.78708,2,ssqssq66
1890,16073558,Santosh_Sreekar,"2026-05-25 13:36:50",0.78708,2,santoshsreekar
1891,8436321,"Adam Golledge","2026-05-25 14:59:52",0.78708,1,adamgolledge1
1892,16074502,Mansi-celebal,"2026-05-25 15:42:55",0.78708,2,mansicelebal
1893,16076079,resetimOcioso,"2026-05-25 18:52:40",0.78708,6,resetimocioso
1894,16077971,"yoonseo #2","2026-05-26 02:25:02",0.78708,2,yseooooo
1895,16009810,芝好優和,"2026-05-26 06:19:30",0.78708,59,yuto4844
1896,16074739,"Vitalii Zholobitskyi","2026-05-26 12:43:14",0.78708,7,vitaliizholobitskyi
1897,16080341,"Mohammed junaith sulthan j","2026-05-27 01:56:23",0.78708,2,junaith2006
1898,16068806,"taiki mori","2026-05-26 09:34:53",0.78708,13,marumarumor1mor1
1899,16082105,Rajhans2005,"2026-05-27 05:57:18",0.78708,6,rajhans2005
1900,16082360,"connor odonnell","2026-05-26 10:37:58",0.78708,2,connorodonnell294
1901,16084884,"Cindy Du11","2026-05-26 14:55:24",0.78708,1,cindydu11
1902,16085373,"Shun Nakatsui","2026-05-26 16:55:15",0.78708,3,tsuishu
1903,14389046,"Mahmudul Hasan #6","2026-05-26 18:56:56",0.78708,1,mahmudul28
1904,5418703,"Wilder Barbosa Galvão","2026-05-26 20:05:35",0.78708,3,wilderbarbosagalvo
1905,16086652,SAKSHAMGUPTA011,"2026-05-27 07:11:07",0.78708,2,sakshamgupta011
1906,16074904,"FedericoTorrecilla ","2026-05-31 22:54:04",0.78708,17,federicotorrecilla
1907,16087390,"Michael Wu #5","2026-05-27 00:24:20",0.78708,4,bmikee
1908,16085926,itachi123123,"2026-05-27 02:36:59",0.78708,20,itachi123123
1909,15658975,Cliu2026,"2026-05-27 03:04:23",0.78708,15,cliu2026
1910,16009571,nettmcom,"2026-05-27 04:19:43",0.78708,13,nettmcom
1911,16089638,"Chirag Kumar #2","2026-05-27 07:01:08",0.78708,1,chiragkumar88
1912,16035513,"Orca Lee","2026-05-30 07:12:27",0.78708,15,orcalee
1913,16088811,"Lawsan Mutalitharan","2026-05-27 10:00:23",0.78708,6,lawsanmutalitharan
1914,14624283,"Дворкин Евгений Владимирович","2026-05-27 10:56:52",0.78708,7,evgendvorkin
1915,16032189,"Thiago Amaro ","2026-05-27 13:05:32",0.78708,10,thiagoamaroalves
1916,16095812,rabanush,"2026-05-27 22:00:30",0.78708,5,rabanush
1917,16090210,nishi633,"2026-05-28 02:57:36",0.78708,12,nishi633
1918,16087841,Ai_king333,"2026-05-28 02:11:45",0.78708,4,aiking333
1919,16096859,rampushpa_1ced,"2026-05-28 02:58:17",0.78708,2,rampushpa1ced
1920,16082222,asahihihi,"2026-05-28 10:52:30",0.78708,7,asahihihi
1921,16062410,"Charan Krishna","2026-06-02 07:47:54",0.78708,7,charankrishna098
1922,16097512,leeeeejjjj,"2026-05-30 07:42:10",0.78708,12,leeeeejjjj
1923,16100550,maxdongl,"2026-05-28 12:36:20",0.78708,1,maxdongl
1924,16100729,deviloon,"2026-05-29 17:11:44",0.78708,18,deviloon
1925,16101127,vijji01fe24bcs191,"2026-05-28 15:55:39",0.78708,10,vijji01fe24bcs191
1926,16102415,"Inyoung Park","2026-05-28 17:46:18",0.78708,7,indudable
1927,16102497,Sankalp_AI,"2026-05-28 17:03:21",0.78708,5,sankalpguptaismyname
1928,16100378,"Henrique Zorzi","2026-05-28 17:33:02",0.78708,8,henriquezorzi
1929,16096320,井上陽葵,"2026-05-29 04:20:30",0.78708,11,inoharuharu
1930,16108147,"Subham Yadav","2026-05-29 08:19:22",0.78708,3,subhamy0710
1931,13214213,"Mohammad Yak Safu","2026-05-30 06:56:01",0.78708,1,mohammadyaksafu
1932,16118546,KaiYAMAGUCHI,"2026-05-30 11:08:01",0.78708,10,kaiyama2005
1933,16099890,YAMAHARU,"2026-05-30 11:39:29",0.78708,22,miginok3
1934,16118115,"Daniel Ekong","2026-05-30 12:33:58",0.78708,2,danielekong
1935,16120170,たいたにくお,"2026-05-30 13:54:18",0.78708,2,aaaaqaqaqaqaqdsed
1936,16009803,よしおかてんき,"2026-05-30 13:57:01",0.78708,29,tenki1029
1937,16097543,長谷川蘭,"2026-05-31 00:36:51",0.78708,36,rinrin0825
1938,13137604,"Michael H. #2","2026-05-30 21:51:52",0.78708,17,mbhznc
1939,16009644,頼富彩香,"2026-05-31 04:47:01",0.78708,32,yoritomi
1940,16120655,"rd182 24","2026-05-31 09:04:14",0.78708,5,rd18224
1941,16009585,野本桃奈,"2026-05-31 11:06:31",0.78708,12,kiwiwowo
1942,12715785,KitMaybe,"2026-05-31 12:00:51",0.78708,7,kitmaybe
1943,16009607,AIP1_jyugyouyou,"2026-05-31 13:39:05",0.78708,20,aip1jyugyouyou
1944,16009724,ryu210,"2026-05-31 12:48:08",0.78708,5,ryu210
1945,16009700,小松拓未,"2026-05-31 14:00:19",0.78708,11,takom502
1946,16133224,TeraDB605DC,"2026-05-31 14:05:26",0.78708,6,teradb605dc
1947,16131623,yyy1happy,"2026-05-31 13:33:02",0.78708,6,yyy1happy
1948,4570306,"Joshua David Papa","2026-05-31 14:00:48",0.78708,11,davidjosh
1949,16009564,Harufield4,"2026-05-31 13:59:56",0.78708,17,harufield4
1950,16133348,データ解析,"2026-05-31 14:00:14",0.78708,8,dataneko
1951,16133690,松尾利松,"2026-05-31 14:23:10",0.78708,4,aaaaaaaaki
1952,16010524,"nozawa kosei","2026-05-31 14:33:09",0.78708,9,nozawakosei
1953,16135160,"Maksim Kazłoŭ","2026-05-31 16:38:14",0.78708,1,maksimkazo
1954,16087600,Dorissssss,"2026-05-31 22:18:47",0.78708,8,dorissssss
1955,16105041,LazySneaky,"2026-06-01 00:47:36",0.78708,5,lazysneaky
1956,16139930,INGRIDED,"2026-06-01 05:31:41",0.78708,9,ingrided
1957,16142893,Kouvercle02,"2026-06-01 09:33:12",0.78708,1,kouvercle02
1958,16144218,"Sylvan Noel","2026-06-01 13:06:59",0.78708,4,sylvannoel
1959,16085469,kunal_singh,"2026-06-01 13:15:28",0.78708,9,kunalsingh100
1960,14792426,Shun121ebi,"2026-06-01 16:12:38",0.78708,4,shun121ebi
1961,16148076,Bhuwnesh123,"2026-06-01 17:18:20",0.78708,1,bhuwnesh123
1962,16153833,"Firework #2","2026-06-02 07:16:14",0.78708,2,firework4u
1963,15545205,K-Mukesh,"2026-04-03 08:09:37",0.78468,2,kmukesh1209
1964,15394322,"Ayomide Oraegbu","2026-04-11 18:33:09",0.78468,5,oraegbuayomide
1965,4819820,"Hermes Brito","2026-04-03 16:31:21",0.78468,6,hermesbrito
1966,15550635,"Tracy Lewellyn","2026-04-03 21:36:56",0.78468,5,tracylewellyn
1967,15046049,牛蒼蠅,"2026-06-01 21:09:38",0.78468,60,oxgadfly
1968,10129165,"Muhammed Tausif","2026-06-02 02:48:24",0.78468,63,muhammedtausif
1969,15522612,"Hana Goto","2026-04-04 05:48:38",0.78468,1,hanagoto
1970,15537422,"Casey Winarto","2026-04-11 08:36:23",0.78468,13,caseywinarto
1971,15553238,"Laraki Rayane","2026-04-04 08:51:40",0.78468,1,larakirayane
1972,15551695,lveeee,"2026-04-05 13:39:07",0.78468,4,y1yy1yy1y1y1
1973,15554145,"Shriya hr1234","2026-04-22 21:30:39",0.78468,2,shriyahr1234
1974,15495487,Seherran,"2026-04-04 13:18:03",0.78468,1,seherran
1975,14412510,"Kailash Senthil","2026-04-04 13:58:17",0.78468,8,horsestone1198
1976,15554533,"Prajin Singh","2026-04-04 13:39:52",0.78468,2,prajinsingh
1977,15555287,sengokuastray,"2026-04-04 16:19:09",0.78468,6,sengokuastray
1978,15478781,"Louis Vadet","2026-04-04 18:52:10",0.78468,1,louisvadet
1979,15555825,"Никита Корнилов","2026-04-22 18:57:14",0.78468,16,nikinka
1980,4927101,athlonk7,"2026-04-09 06:19:05",0.78468,21,isenhart
1981,15468818,keqinll,"2026-04-19 15:44:10",0.78468,18,keqinll
1982,15556527,"Ahmed Ben yahia","2026-04-07 19:01:17",0.78468,7,amsbred24
1983,12709128,zeke_yeager18,"2026-04-05 14:14:04",0.78468,6,zekeyeager18
1984,15559021,"Navdeep Singh Kaur","2026-04-05 16:29:27",0.78468,4,navdeepsinghkaur
1985,15560288,"Duy Khang","2026-04-05 16:21:01",0.78468,1,dikheng
1986,15560303,HS5066,"2026-04-05 16:47:08",0.78468,4,hs5066
1987,15538482,yamanobeFXD,"2026-04-13 01:49:16",0.78468,2,yamanobefxd
1988,15556468,wu9eufoi,"2026-04-06 02:23:27",0.78468,7,wu9eufoi
1989,15527443,"Abhiram Reddy Malyala","2026-04-09 01:47:18",0.78468,35,abhiramreddymalyala
1990,15563018,"amar singh","2026-04-08 06:18:54",0.78468,7,amarsingh80
1991,15564273,Sushantkumar123,"2026-04-06 10:04:02",0.78468,1,sushantkumar125
1992,15564228,MeowBeatz,"2026-04-06 11:12:19",0.78468,10,meowbeatz
1993,15564715,"Ritika Singh #5","2026-04-06 11:44:52",0.78468,1,ritikasingh465
1994,15564497,SSSS17342,"2026-04-06 13:02:42",0.78468,10,ssss17342
1995,15564873,Empror0,"2026-04-06 12:33:52",0.78468,5,empror0
1996,15537255,松田歩樹,"2026-04-06 13:31:40",0.78468,9,amatsuda
1997,15564837,"Duy Khang #2","2026-04-07 07:50:48",0.78468,18,adselvn
1998,13984593,kuhns_algo,"2026-04-08 11:47:36",0.78468,11,kuhnsalgo
1999,15540095,"Kawsar Jamil","2026-04-06 15:23:12",0.78468,5,itskawsarjamil
2000,15566245,Tamushow,"2026-04-06 16:35:12",0.78468,1,tamushow
2001,12502450,"Artem Stalnoy","2026-04-06 19:59:43",0.78468,1,artemstalnoy
2002,15535948,"Dipika Bohara","2026-04-09 02:51:22",0.78468,31,dipikabohara
2003,15562709,"DataPurifier Office","2026-04-07 06:29:01",0.78468,5,datapurifieroffice
2004,15568695,ParkShinJo,"2026-04-07 05:02:00",0.78468,1,parkshinjo
2005,15564565,刚刚刚刚,"2026-04-07 08:14:08",0.78468,8,phinex123
2006,15569578,IEEM26_112034048,"2026-04-07 08:11:20",0.78468,2,joanne1n
2007,15569759,jeongsu-moon,"2026-04-07 08:27:11",0.78468,1,jeongsumoon01
2008,15274253,"Aidarov Dmitry","2026-04-07 09:38:37",0.78468,1,aidarovdmitry
2009,15570551,IEEM26_112034042,"2026-04-07 11:26:50",0.78468,2,wilson1222
2010,15569931,IEEM26_111034002,"2026-04-07 11:32:22",0.78468,6,s111034002
2011,15569423,embrace23,"2026-04-08 02:07:17",0.78468,12,embrace23
2012,15570763,IEEM26_112034041,"2026-04-07 12:50:39",0.78468,10,ihaseyebrows
2013,15571497,"Satya #7","2026-04-07 14:12:13",0.78468,2,satyasubudhi
2014,15571725,waterswei,"2026-04-07 14:37:23",0.78468,1,waterswei
2015,15358988,"Karol Skorniak","2026-04-07 16:49:45",0.78468,2,karolskorniak
2016,15572805,"Lufthansa CEO","2026-04-08 04:16:08",0.78468,13,lufthansaceo
2017,15529827,Kenchuan_gogo,"2026-04-14 08:58:35",0.78468,18,kenchuangogo
2018,15576003,"Naoki Matsuya","2026-04-08 08:14:51",0.78468,1,naokimatsuya
2019,15576553,"art thou","2026-04-08 10:18:03",0.78468,3,artthou
2020,15571282,ХЕЙasdasdasasdad,"2026-04-08 11:43:35",0.78468,9,asdasdasasdad
2021,15578408,"cha la 123..A","2026-04-08 16:15:08",0.78468,4,chala123a
2022,15578617,"Praise Masunga #2","2026-04-08 16:48:37",0.78468,7,praisetechzw
2023,15561398," malyali kutti","2026-04-09 01:29:59",0.78468,27,malyalikutti
2024,15533503,"Вадим Фунт","2026-04-25 21:18:29",0.78468,23,vadimfunt
2025,15567045,19labs,"2026-04-09 02:06:25",0.78468,9,doudouba
2026,15522336,RoseBatty,"2026-04-09 02:36:09",0.78468,10,rosebatty
2027,15569755,"Muhamad Bahrul Ulum","2026-04-09 04:31:04",0.78468,2,bachroelmagomedov
2028,15581818,"zachery wu","2026-04-09 06:12:03",0.78468,2,zacherywu
2029,15476636,yujia_ge777,"2026-04-09 06:16:05",0.78468,1,yujiage777
2030,15582896,"Yanyee He","2026-04-09 10:03:30",0.78468,3,yanyeehe
2031,15550243,"Stanislav Avramenko","2026-04-10 15:06:17",0.78468,16,codeninjade
2032,15565861,"Josh Cargill","2026-04-22 13:10:06",0.78468,10,joshcargill
